|357195|20-DEC-2020|4695.77|12.00|4192.65|0.00|251.56|251.56|0.00|
06AADCM5146R1ZZ|357197|20-DEC-2020|5506.00|12.00|4916.08|0.00|294.96|294.96|0.00|Haryana
|357198|20-DEC-2020|11097.90|18.00|9405.00|0.00|846.45|846.45|0.00|
|357199|20-DEC-2020|472.00|18.00|400.00|0.00|36.00|36.00|0.00|
|357200|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357201|20-DEC-2020|1344.00|12.00|1200.00|0.00|72.00|72.00|0.00|Himachal Pradesh
07AADCG4784D1ZM|357202|20-DEC-2020|6500.00|12.00|5803.58|0.00|348.21|348.21|0.00|
|357203|20-DEC-2020|9800.00|12.00|8750.00|0.00|525.00|525.00|0.00|
06AADCM5146R1ZZ|357204|20-DEC-2020|5600.00|12.00|5000.00|0.00|300.00|300.00|0.00|Haryana
|357205|20-DEC-2020|11704.00|12.00|10450.00|0.00|627.00|627.00|0.00|Haryana
06AADCM5146R1ZZ|357206|20-DEC-2020|6776.00|12.00|6050.00|0.00|363.00|363.00|0.00|Haryana
|357208|20-DEC-2020|937.50|0.00|0.00|0.00|0.00|0.00|0.00|
|357210|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|
|357211|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|
|357212|20-DEC-2020|24694.00|12.00|13100.00|0.00|786.00|786.00|0.00|
|357213|20-DEC-2020|10620.00|18.00|9000.00|0.00|810.00|810.00|0.00|
|357214|20-DEC-2020|5165.33|12.00|4611.91|0.00|276.71|276.71|0.00|
|357215|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|
|357216|20-DEC-2020|19600.00|12.00|5225.00|0.00|313.50|313.50|0.00|
|357216|20-DEC-2020|19600.00|18.00|6615.00|0.00|595.35|595.35|0.00|
|357217|20-DEC-2020|2632.00|12.00|2350.00|0.00|141.00|141.00|0.00|
|357218|20-DEC-2020|34476.50|12.00|6050.00|0.00|363.00|363.00|0.00|
|357218|20-DEC-2020|34476.50|18.00|23475.00|0.00|2112.75|2112.75|0.00|
|357219|20-DEC-2020|16531.20|12.00|14760.00|0.00|885.60|885.60|0.00|
|357220|20-DEC-2020|1486.80|18.00|1260.00|0.00|113.40|113.40|0.00|Uttar Pradesh
|357221|20-DEC-2020|28392.00|12.00|25350.00|0.00|1521.00|1521.00|0.00|Uttar Pradesh
06AADCM5146R1ZZ|357222|20-DEC-2020|8254.40|12.00|7370.00|0.00|442.20|442.20|0.00|Haryana
06AADCM5146R1ZZ|357223|20-DEC-2020|11210.00|18.00|9500.00|0.00|855.00|855.00|0.00|Haryana
06AADCM5146R1ZZ|357224|20-DEC-2020|15993.60|12.00|14280.00|0.00|856.80|856.80|0.00|Haryana
|357225|20-DEC-2020|3304.00|12.00|2950.00|0.00|177.00|177.00|0.00|
|357226|20-DEC-2020|14438.50|12.00|6175.00|0.00|370.50|370.50|0.00|Punjab
|357227|20-DEC-2020|3640.00|12.00|3250.00|0.00|195.00|195.00|0.00|
|357228|20-DEC-2020|4023.94|12.00|3592.80|0.00|215.57|215.57|0.00|
|357229|20-DEC-2020|6313.00|18.00|2500.00|0.00|225.00|225.00|0.00|
|357230|20-DEC-2020|7873.60|12.00|7030.00|0.00|421.80|421.80|0.00|
|357231|20-DEC-2020|212.40|18.00|180.00|0.00|16.20|16.20|0.00|
23CPEPP4674J1ZK|357232|20-DEC-2020|22645.28|12.00|20219.00|0.00|1213.14|1213.14|0.00|
|357234|20-DEC-2020|3307.75|12.00|2200.00|0.00|132.00|132.00|0.00|
06AADCM5146R1ZZ|357235|20-DEC-2020|13552.00|12.00|12100.00|0.00|726.00|726.00|0.00|Haryana
|357237|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|Bihar
|357239|20-DEC-2020|10198.00|18.00|2900.00|0.00|261.00|261.00|0.00|
|357239|20-DEC-2020|10198.00|12.00|6050.00|0.00|363.00|363.00|0.00|
|357240|20-DEC-2020|5196.80|12.00|4640.00|0.00|278.40|278.40|0.00|
06AADCM5146R1ZZ|357241|20-DEC-2020|12390.00|18.00|10500.00|0.00|945.00|945.00|0.00|Haryana
|357242|20-DEC-2020|2598.40|12.00|2320.00|0.00|139.20|139.20|0.00|
07ACMPA0147Q1ZG|357243|20-DEC-2020|24573.50|18.00|15000.00|0.00|1350.00|1350.00|0.00|
06AADCM5146R1ZZ|357244|20-DEC-2020|7638.40|12.00|6820.00|0.00|409.20|409.20|0.00|Haryana
06AADCM5146R1ZZ|357245|20-DEC-2020|9322.00|18.00|7900.00|0.00|711.00|711.00|0.00|Haryana
|357246|20-DEC-2020|9202.30|0.00|0.00|0.00|0.00|0.00|0.00|
|357246|20-DEC-2020|9202.30|12.00|7000.00|0.00|420.00|420.00|0.00|
|357246|20-DEC-2020|9202.30|18.00|360.00|0.00|32.40|32.40|0.00|
07AABCL9707B1ZQ|357247|20-DEC-2020|21910.22|18.00|550.00|0.00|49.50|49.50|0.00|
07AABCL9707B1ZQ|357247|20-DEC-2020|21910.22|12.00|13000.00|0.00|780.00|780.00|0.00|
|357248|20-DEC-2020|3080.00|12.00|2750.00|0.00|165.00|165.00|0.00|
06AADCM5146R1ZZ|357249|20-DEC-2020|10030.00|18.00|8500.00|0.00|765.00|765.00|0.00|Haryana
06AADCM5146R1ZZ|357251|20-DEC-2020|7638.40|12.00|6820.00|0.00|409.20|409.20|0.00|Haryana
06AADCM5146R1ZZ|357252|20-DEC-2020|10030.00|18.00|8500.00|0.00|765.00|765.00|0.00|Haryana
|357253|20-DEC-2020|6098.40|12.00|5445.00|0.00|326.70|326.70|0.00|
|357254|20-DEC-2020|26465.60|12.00|23630.00|0.00|1417.80|1417.80|0.00|Jammu & Kashmir
|357255|20-DEC-2020|472.00|18.00|400.00|0.00|36.00|36.00|0.00|
|357256|20-DEC-2020|26465.60|12.00|23630.00|0.00|1417.80|1417.80|0.00|Jammu & Kashmir
|357257|20-DEC-2020|2777.60|12.00|2480.00|0.00|148.80|148.80|0.00|
|357258|20-DEC-2020|50393.04|12.00|2400.00|0.00|144.00|144.00|0.00|Missouri
|357258|20-DEC-2020|50393.04|18.00|19068.00|0.00|1716.12|1716.12|0.00|Missouri
|357259|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
06AADCM5146R1ZZ|357260|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|Haryana
|357261|20-DEC-2020|212.40|18.00|180.00|0.00|16.20|16.20|0.00|
06AADCM5146R1ZZ|357262|20-DEC-2020|13570.00|18.00|11500.00|0.00|1035.00|1035.00|0.00|Haryana
06AADCM5146R1ZZ|357263|20-DEC-2020|8400.00|12.00|7500.00|0.00|450.00|450.00|0.00|Haryana
|357264|20-DEC-2020|6484.50|18.00|275.00|0.00|24.75|24.75|0.00|
|357264|20-DEC-2020|6484.50|12.00|5500.00|0.00|330.00|330.00|0.00|
|357267|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|
|357268|20-DEC-2020|3673.75|12.00|2750.00|0.00|165.00|165.00|0.00|
|357269|20-DEC-2020|16352.00|12.00|14600.00|0.00|876.00|876.00|0.00|
27AABCN5072B1ZS|357270|20-DEC-2020|28461.00|12.00|24200.00|0.00|1452.00|1452.00|0.00|Maharashtra
06AADCM5146R1ZZ|357271|20-DEC-2020|6776.00|12.00|6050.00|0.00|363.00|363.00|0.00|Haryana
|357272|20-DEC-2020|324.50|18.00|275.00|0.00|24.75|24.75|0.00|
06AADCM5146R1ZZ|357273|20-DEC-2020|5310.00|18.00|4500.00|0.00|405.00|405.00|0.00|Haryana
|357276|20-DEC-2020|8956.40|18.00|3330.00|0.00|299.70|299.70|0.00|
|357276|20-DEC-2020|8956.40|12.00|2750.00|0.00|165.00|165.00|0.00|
|357277|20-DEC-2020|3080.00|12.00|2750.00|0.00|165.00|165.00|0.00|
|357277|20-DEC-2020|3080.00|18.00|0.00|0.00|0.00|0.00|0.00|
|357278|20-DEC-2020|4312.00|12.00|3850.00|0.00|231.00|231.00|0.00|
|357279|20-DEC-2020|10620.00|18.00|9000.00|0.00|810.00|810.00|0.00|
|357280|20-DEC-2020|7307.25|12.00|6050.00|0.00|363.00|363.00|0.00|West Bengal
|357280|20-DEC-2020|7307.25|0.00|0.00|0.00|0.00|0.00|0.00|West Bengal
|357282|20-DEC-2020|2240.00|12.00|2000.00|0.00|120.00|120.00|0.00|
|357283|20-DEC-2020|7145.60|12.00|6380.00|0.00|382.80|382.80|0.00|
|357284|20-DEC-2020|8400.00|12.00|7500.00|0.00|450.00|450.00|0.00|
|357285|20-DEC-2020|13511.00|18.00|11450.00|0.00|1030.50|1030.50|0.00|
|357286|20-DEC-2020|11550.48|12.00|7679.00|0.00|460.74|460.74|0.00|
|357286|20-DEC-2020|11550.48|18.00|2500.00|0.00|225.00|225.00|0.00|
|357288|20-DEC-2020|2464.00|12.00|2200.00|0.00|132.00|132.00|0.00|
07AACCG2599K1Z7|357290|20-DEC-2020|5299.99|12.00|4062.50|0.00|243.75|243.75|0.00|
07AACCG2599K1Z7|357291|20-DEC-2020|10599.98|12.00|8125.00|0.00|487.50|487.50|0.00|
06AADCM5146R1ZZ|357292|20-DEC-2020|14396.00|18.00|12200.00|0.00|1098.00|1098.00|0.00|Haryana
|357293|20-DEC-2020|28150.58|18.00|12513.00|0.00|1126.17|1126.17|0.00|Haryana
|357293|20-DEC-2020|28150.58|12.00|7750.00|0.00|465.00|465.00|0.00|Haryana
|357293|20-DEC-2020|28150.58|18.02|-82.50|0.00|-7.43|-7.43|0.00|Haryana
